Plaintext,Ciphertext,Algorithm
j4G3WHyB8LgfZiRi9mYZkeqOQku3kZyf7gLFYPIKZj1vZN3tzWWuC9qOOry6xSnlxR0urs7ehHgZXSIQ2W5Svfny6CmG9bRvjdnJ0PPIgSLnC18UBG,m4j3zkbe8ojiclul9pbcnhtrtnx3ncbi7joibslncm1ycq3wczzxf9trrub6avqoau0xuv7hkkjcavlt2z5vyiqb6fpj9euymgqm0ssljvoqf18xej,Compressocrat
pmpurd5ghlCkIn6yamaGE4Xz6sD6EcUKaAQQEBgIpXDyjVMxaEAPES1eOAl9gFjcsIH2HzJdQtgGy0Koco40Qky2tPvYzqNBDtgLNfzcuT5RWoMRbyY6qYZKc9KUTWFPaotiv0QhT9MCRdh,spsxug5jkofnlq6bdpdjh4ac6vg6hfxnddtthejlsagbmypadhdshv1hrdo9jimfvlk2kcmgtwjjb0nrfr40tnb2wsybctqegwjoqicfxw5uzrpuebb6tbcnf9nxwzisdrwly0tkw9pfugk,Compressocrat
Drlh9v7peMpO5zUiX3v8kzYailhBKV7WbJTGDxYrGaj317MomXxIoWG0tmR1NOfaAxCp4Zu2fEtv6qyKnXSTwhb4kVftd6ZWfj6IpmfKvxG8OL,eaYW4T6 98TXAKZLl3bofqd8plG0uhp 5Bjmf4f 7zDICXf Ohat2bm rXWMO6tGpYxopSj zK3REkK vkGxxnW hvJmay6ODi77NvfxUV11tVv MirGZwI ,Complete Columnar Transposition
wAGC6d5Kteiq67Syavf9zqIZoWOOJLunpCyJqhWJDW1zDD3QB2dayrotu89P1T7LZTDROQ1o1fOWEWpcoolqLYAV1UUCv6WF5q3vhXatIr5I2cLt,zdjf6g5nwhlt67vbdyi9ctlcrzrrmoxqsfbmtkzmgz1cgg3te2gdburwx89s1w7ocwgurt1r1irzhzsfrrotobdy1xxfy6zi5t3ykadwlu5l2fow,Compressocrat
X2L58x0LT4tZEA1hggdE9KEzt4CxsRVwAvDjGKYDjkyRKnsGvr8RbWnLaMGq9RyH2wVAa1ByULUMl739PT3AenHi7AYJEcNX3C4C4DCMxDcWPnKK50AjyoFDLl4VZW7CeQYfd8CWpwhiJMAllQYc,ECjna33KZh AxkL1ACKWi LKjrH7JDD8cX1syaBe457J09DvylYxFdYxEvGRMAMofQ2hRRMynC0CM4zKRw9cWlW Z4DWATXnVw 5gwnqLiDjQl8dAs9U7CyYlLgVKGUH4AeAttYbVPNP4p TEG823EcLC ,Complete Columnar Transposition
rybYz0T4b1288yKqToR6azNwPimvCI4zuXiMtfiGvpET1dcYy38qqH40JvsIEX8vpgh9LOWWZHYaqkxw9t5jHZaupCAWtixvZbEJ38BJHO9CIzbRlcoUL8ikhp4e6E,TKN4ic48WxaxBbi rbTPuvyJpZ9pZHlh4qwzGY0vWwuvJRk Y86vMTqI9ajWJCUeb2RmiE8shY5AE9o40yzIfdHXOkZi8z8Ez8aCt1qELqHt3IL6y1oiXp3vgHtCbOcp,Complete Columnar Transposition
ZEKHXEk64HFm0ZSeqZkZtKxZAlK0hE6QKztthBapmWlIJGaEabufSclHFtvRfj8bjRkUTPWafU4Fxtx8rezrHFNiQ3Sed34rzAi3DuPVbXgwkzRRKCqrk0do3UzdEI6XvsVI78ZmmaK9xG8F,chnkahn64kip0cvhtcncwnacdon0kh6tncwwkedspzolmjdhdexivfokiwyuim8emunxwszdix4iawa8uhcukiqlt3vhg34ucdl3gxsyeajzncuunftun0gr3xcghl6ayvyl78cppdn9aj8i,Compressocrat
CMjoizFerVQIvGTgNODagxcUgKBFM2EQibNiweKich2JjJUUwipoTjKC1a1rKP2mWELvGkL6gvI98O6x6uZheB1nZMPCfsMkb5YDv17DtS2hY9t6ltJZD0pLAkyiwMfH7Ip,fpmrlcihuytlyjwjqrgdjafxjneip2htleqlzhnlfk2mmmxxzlsrwmnf1d1uns2pzhoyjno6jyl98r6a6xckhe1qcpsfivpne5bgy17gwv2kb9w6owmcg0sodnblzpik7ls,Compressocrat
k4WqtmOtmO4v3tN5DHFkM3yxEhv5zWT2to5H3RPc1kN6KdWZor7IPbPsisEL3A9dObUdKsaMeASwEoEAis4kzySXS1iixqMj7coAYModMWfT9r71Od6gRvjDpg8ThWDl0lzt6eqF93vA,4OHhokrsbAs1cWdgl3qvk5H6ILdwkiATgTtAONyTPWP9aESMo7jDq W4Fv5N7EUS4iof68zvt3Mz3KP3KEzxY9Rh6 t5x2cZsdMAXjd1DlF mt3WRdbAsoyqMrvWe kmDEt1oiOeiS7MOp09,Complete Columnar Transposition
NHVrCZtkkKIOp1Y9WPWuNARA6SEYEZ7fwp3MbYkkBX6kVtDUXpzuacUmjMKbKcTOdBt1DAe31PttjCGFp1VTuuqQ8dT6slPphzNFMjUTVdVBC8xZ3r8KoNmt9oRKzLbru2n,r1ApkcOPTlTrK NIN7BzKepTMx9ntWEbDjtjqhVob kWEkXKDG8NCmu HOAfXuc316jZo KuZkpbAFdF8t2 CY63VUdtuPV8z kPYYUM1CQzBNr VpRw6aT1VsU3R Z9SMtmBtupdKL ,Complete Columnar Transposition
g5opb7EorvpO51RndloBtg2ljsWE7qbOKIxmT0Dkdpowcu6ezdip0iug0bFTfx8wuI2FdZL99rOSdrjj5P0RRt8vztefLNkx0x2fiuoGZ0c8FXHeLf2p0U4w5bwTVoUStN9q7WeNT3EhvS,gnbufSe05NolKe8rL8w3poIzwjNFTEbBxdujkXVhOWp098u0q vjkuZRf2N psdgLtip9 rlDidR2ft EgTp2P0eUS5dO6xdfcbTo200F0xLS RqcTOtZwe 7tmiI5xHov5Eob9voU7 17wFrzG4W ,Complete Columnar Transposition
1YBhVAi22eQQ3IQx58TBpuia3XaDB8eucsjduMJQyGZwQPAMCD4etmRnS9Bb67GcVWLcgcf6sWWAUg2dUnMjF1GHGJgIMncrZ5zQhy8pJHhA9GE,V8ewScMr9Q3M4cUJ8 3XJeVggp h58ZngncA2psAbs1z eidC7WHh BxBGRcUnh1IaQtW2IJiBcPB6F5EATuQ9fjZGQauDGAGy 2ujM6WGQ YQDymLdMH,Complete Columnar Transposition
ElHcaE8jTFk0aUOJhRQ83sCjOmDnwAsbDHoUUTXb9IodXzMC84HWMLOKxgPqwsMJnAD5fqyEqKc8ByHGUACxe3JvWF5gfBtwBcwQMYx0zntp7WfGd6OPCnL7jbUciwH19wBvWY,hokfdh8mwin0dxrmkut83vfmrpgqzdvegkrxxwae9lrgacpf84kzpornajstzvpmqdg5itbhtnf8ebkjxdfah3myzi5jiewzefztpba0cqws7zijg6rsfqo7mexflzk19zeyzb,Compressocrat
EgLYk1AgxsJERja2gjqQdi9x90svubQdvsLcGVUcQKL6J1nK2FzODpHGEitygznamZYXspHoXQdbbLfsoukNtN7obFSTrgCKK9PAurAWyjGNFSmwgHMZykjvjCXuOzdakipcio59scxyVDC22,kj9dQFtXbNCWgCpy YRiQc2iYbtgAwjix gJQuVnGmQkTuSjas A29sLOgpfoKjMuiD xjscJpnooFPNyz52 gg0L6DzHsb9GZOoC EsqvG1HaXuSAFkd921axvKzysL7KyHXcV LEdbUKEZdNrrmvkc ,Complete Columnar Transposition
46aveAzBcTIZh2lnLiFHJsXrFONcLJyZmAfuiEzNu1JZZ22sttjajkZqSJjqII1zmUep3DpDetxco8e113h6IcSjyRyOLZh6qYhMWpQKAayfbqD7YYf3GK1Vh1g0LZZNiUu28y9QRMj4tU,lJZqxRAV9 ZN1SDSpG2 TFNZDIMfU AJujU16DZtBXEjphYYN aims18LfgMhcJJejQK8 4ny2IcyahQ6LZ2IoOy1ReHftm1hqL4vFAtzeZb0jIOuqpcW3u 2LZjtyK1y crzk36hYi zsiae3q7ZU,Complete Columnar Transposition
gh822JOgta8v6fSTokuOhC3LQattCcGxAaKVrYdZ5yDgsQ0GDHnebmgqZZwW6yruEi8WjDuQEMrYdDUrbon27CqqNOLN6HCaM8opMgTozVNsfl0Oz9tea1ybokBWZCwo8eSPJcwF78zpfR1,jk822mrjwd8y6ivwrnxrkf3otdwwffjaddnyubgc5bgjvt0jgkqhepjtcczz6buxhl8zmgxthpubggxuerq27fttqroq6kfdp8rspjwrcyqvio0rc9whd1bernezcfzr8hvsmfzi78csiu1,Compressocrat
Ygkuozcy7sbdrCs8HzDMt4JyXOOL0HLrGqHeDa5PpzZgbd65DZDaWeCF89W3oPEuK6tMmZm07cCHgh74eCgKTWB1dcrNbk7frssf8Zwv2LBCroooQQHtQKUAS7vx8koKgEXRb0nU,bjnxrcfb7vegufv8kcgpw4mbarro0koujtkhgd5ssccjeg65gcgdzhfi89z3rshxn6wppcp07ffkjk74hfjnwze1gfuqen7iuvvi8czy2oefurrrttkwtnxdv7ya8nrnjhaue0qx,Compressocrat
UyTh9VNEP1DpgDn9K3tWBS6jrGFTUj76mYVZJ0w2Hy2vQp1Nj3EQZyJDQfqSf79prKmYh5WE6MyC7cBaxxJPgE3o0uDMih4ThyivbzSZLJNm74xWqztzn0LISMC,hpWTZvQSYCPMvmz UPKrmHjQr6x0hLqSE9j62NDpEaoTZWI 9gBUJQZfh7gib7n Nn67w1J9WB34SxL VDSj0py75cEhz40 TDtFV2EqmyJDiNtCy13GYy3fKMxuyJzM,Complete Columnar Transposition
TpqQiES1gUIzz9VL9jxuiM12PdvbN7lydadQfY9Y0hQXVdf0uBeAe2LDmJqYq9XVNOGfi8f2oadRVJGiPWmH2tQy1KNdWRR846T0J2zEimR7nedqQqHhFR48D8OpOA258xuUAeMiieXHJi4ibAnW,EV2dheYiJQ8iqOUJ i91y0BqfVtREQ8uH pIuNYfDNamdJe45iAQzMlYuJGR2RzqDxXWTUxbfdLVoWN0nR2ibqzi790mOdHW2d88en19ddXe9fi16RhOe4 SLPaQAq8Gy4mHpAi gjvQV2X2PKT7FAMi ,Complete Columnar Transposition
jmAqWhSOBMpBGmu6ONLeA2DBra1pjoYKQeTKUoQlviY5Ij44OZzZD6gly4MpDLqM2NKu23k7lul6NAWqqtRHrW9pZ6VOBXTUIBGh34hetYoocBq,mpdtzkvrepsejpx6rqohd2geud1smrbnthwnxrtoylb5lm44rcccg6job4psgotp2qnx23n7oxo6qdzttwukuz9sc6yreawxlejk34khwbrrfet,Compressocrat
MRQYSdXO6yS4kXEHE7Ndk7wKgSjbTUr9y9pDkhAl4U9zzUbnjmuGteIYalNuwQNLK8FDXoUD6YKmM1wF2LuWweK9P0jqUCrRfeeERnz97DanTHBj9wz9PD3Bggkx8JsU2knn,Ry7S9Uml8YL0eDwgkXEwrAbINUwKrzB3s dX7UhUeQo1eCnHDJ Y4dbDzGuDmWqEn9xnQSNjp9uNFKujeazknOHK9lnYLDF9R9jBU SkkTkztwXMwURTP8 M6Egy4jaK62Pf79g2,Complete Columnar Transposition
9kOqOJiGDo9613kZhc4ERTHHmfkOCoTBwW6sIwjlaEiaeNC2bJsiIEq1ReBRTkFNSBW4nOzuekNUUuwvfRTbb9x4fcGhNtSIXqTiiB4lnSdanAaCiipucjVPHoaT5mQrRj40OrmDvZnKhBXKj2,9nrtrmljgr9613nckf4huwkkpinrfrwezz6vlzmodhldhqf2emvllht1uheuwniqvez4qrcxhnqxxxzyiuwee9a4ifjkqwvlatwlle4oqvgdqddfllsxfmyskrdw5ptuum40rupgycqnkeanm2,Compressocrat
y1JEURtapn2aqxr6qe8bygBzqLDabRIssYVvJbgvUPgFAtjL8A1SkHaLisghwau0bPN9ZANKTAgUUXmhv1kTvxkSpSkiQYJ7duG1JmDPCOtpw6rVd9S2TtFzl8vV3RmMxcXgfh6vXk0uuGRB1lDCT,b1mhxuwdsq2dtau6th8ebjectogdeulvvbyymejyxsjidwmo8d1vnkdolvjkzdx0esq9cdqnwdjxxapky1nwyanvsvnltbm7gxj1mpgsfrwsz6uyg9v2wwico8yy3uppafajik6yan0xxjue1ogfw,Compressocrat
Z5I5ZGaTWLEh1IBeZ421t05ilM5ox9Sv9SXsQUxM4lcuVYwKACuCFMM2fgRmYCLZJobTtWvDAjC3quX3RgfyaJK52w9HKD68cZWg4wQ79klhXnmyTHMXyda6GmrDBRVeiQGO,W1SlFZCJchaQ 5BMQKRWRHQHB IIlswgt39wTD 51iXYfTXw4yr LtvcMJ3KZX6G GZoxCYDfD9XV E09uMoq5WnGO a4xMuCAy6kye Ze5UAmvgK7MR T294CLja8ldi Zh5SV2bu2gmm ,Complete Columnar Transposition
gO67vSz7d6Y22onHRFVI4HRw41jGxUP98J3NGzGPgIXXqXpKDzSpdT65KaPaEpFLsNLN2Y8UP0tYruDR5PQq3Ztrh29cCzL51kVBiyOX7vsPotXC1wKgSzb7ZUqpvLP6Gn6NHv9OOT3,jr67yvc7g6b22rqkuiyl4kuz41mjaxs98m3qjcjsjlaatasngcvsgw65ndsdhsiovqoq2b8xs0wbuxgu5stt3cwuk29ffco51nyelbra7yvsrwaf1znjvce7cxtsyos6jq6qky9rrw3,Compressocrat
Wo7RFvAQZJeyEHt0ntRcF19SndCPQgZR1DD9yg46RO3muQbPOaFGInyLkjmmTTGusap5mALLMvi9JvRXcUlofW9i70RZzumkDpuSQTvZhsNCjqMSdmi9iprEFesBYNv4cLpTwuxwSCc6jc,zr7uiydtcmhbhkw0qwufi19vqgfstjcu1gg9bj46ur3pxtesrdijlqbonmppwwjxvds5pdoopyl9myuafxoriz9l70uccxpngsxvtwyckvqfmtpvgpl9lsuhihvebqy4foswzxazvff6mf,Compressocrat
77YxKrZEZzhXkgJKp7QMf9OjERUWYa1AubCVzg5jk3j6IPpPTObxyssAJSwpQa7qxxuZ8vLvdiAnTvBaFFFXIMZRt7YnoPiFA2mKUMdqR0AcbHlSV0pzKyUQ01j89B,77banuchcckanjmns7tpi9rmhuxzbd1dxefycj5mn3m6lssswreabvvdmvzstd7taaxc8yoygldqwyediiialpcuw7bqrslid2pnxpgtu0dfekovy0scnbxt01m89e,Compressocrat
RbzgDXMcBP86Db6Ue9vRglcdnL2nqtNcDBME5k6hylUeJPmRpWR0oLVO21eVMkK6yYPNjha2vobEfkl6Ac3d5Ji4jGoPDCVrlDXdusNJuFVII4CYk5J7jdzmjkSQH1SVVb9,uecjgapfes86ge6xh9yujofgqo2qtwqfgeph5n6kboxhmspuszu0royr21hypnn6bbsqmkd2yrehino6df3g5ml4mjrsgfyuogagxvqmxiyll4fbn5m7mgcpmnvtk1vyye9,Compressocrat
GLuiV4rFAa2KA0S0bPB418qCjSOq60vlxDnCJDSqEFJ5IqaCaZSSMrAuEDDX3dBfj5NGGMD96jItjzHdYMiGYj5zRUeTPWyqhCbavm3FePH8BcvyUTzIGaYmeS19PzytE3K1x,APOCIrB9YUb8Gz 4SCxFSXGz5qeT11iA8vqaDNtYW3ye3GaBqJqAf6MeaBayL246DaujjiTvcYtr0jDJS3MHzhPz9xV0qlEZDGjjyFUSKFbSn5MdDdRCHIP uK10SCE5IGPmvmE,Complete Columnar Transposition
RxpxRRrf1zYbfKMfNJRqJbHCa7ShEaSGXURzF35gxkcEDPgU8dE0sdsooBJLxUCMyCSjP6sAfQduefc71K7adREd0gFJVxbUlaxdjwQsKEkRW7OoTRNlcfaRlN54Ex5NYMErPDRSPQ37vOo3M,Khko6aaox7 RMEcosdxT5v1HFEycVklR rJR8CeFKaP xJGPLQdwlM3xfaEBARdRNOYa5sS1bW5P pNSDJfEjNYofSxsP7lOE3 RRXgxd0QcEMfbzdMfJERD b7gdjKU74Q zC30C7xRNS RqUUUugsfr ,Complete Columnar Transposition
fzshwXUnCsc8YYR2xf55mpD7XNXo3CYBYWzVKXYRMCyIhVR5yX6a1HuvFXfZYDtMQcZxHtNUzHGfrrLNcGdn90ZvGzksVcRwCqqvbKNKJBnlqxWpujCVLgg5hfS9d6SH,c7KXtfGKCHfYXR1cLsJgnmWRZz0qpds23Cuxccn5sDVyDGvbjShxCyvHGRlhX5BhXNnCxSU5YVfU9qW9wfYIFtdwqfCpz5YHZvu6zRoMHZNVBg8XX6MrzNV YNYaQrkKL ,Complete Columnar Transposition
pw0KAhGQnd0QDUSmPrS72Ia4Wc4jjQ2AqjwN98FQ7iav2vsI0k0KH347E6YJ3gTNj9e2WZsERqMUIrCtyaslLp7D9gEUJ6qREY4lfqBfDlFvIdZrwZ,sz0ndkjtqg0tgxvpsuv72ld4zf4mmt2dtmzq98it7ldy2yvl0n0nk347h6bm3jwqm9h2zcvhutpxlufwbdvoos7g9jhxm6tuhb4oiteigoiylgcuzc,Compressocrat
srvGq4CWs9eprah6N7iU7LSnA46aSv9MBlSDvQeSLnqy5pHMbhj1r1HsYsEMpBUYQwAh64exAJZziTiS6p35d98ZDbQAvNqHb3u9ogyciTiCO7tppdn1C9RlZ46PTW6FeIA,siSebE6iDuORe 464Dpswz9HT1W se79Ljpe6QotZArpLMn1BxpAgp4 Ganly1YJ5NcdP vrSBqrUA3vyp6 CN6vHYAi8biC6 W7aQMshTZ3C9F 9UvShM4Sb97lI qhAS5HQZdqinT ,Complete Columnar Transposition
enISaFI2lJ5FIWZd5zAeuS4twN3GvGzyowBuT1sfH7bkO2JRHlvie8k6QHTIyBLc67u18NryL7TMHWtlIG4kS1IsC4cvjcpfQo1Rk0NIJ35DfYUW3knVk6bn3B8yHBsiYC73VEIyiB8ISQXvlEjHDV,IuBHLHcJbVjJt1i7lcDByVFewRBM4I63E5wseuIpf8i ndGkHy1RkiQaAoJyTCNk7lI3Hk84QUH8 2SulcWv3nEHl4Tv6tj53IDWG76NkoWBI I5zOTLIknYXSzy2I7s0VCvFNf81GfYyB eZvbQrS13sS,Complete Columnar Transposition
lQIo0orOOw03WW9OTxEpv5Blm9Pi2Z21CFPTXcdqvnvHwTLEnd8iXDoVOQ0ikJw07ZC76btTkYqcWUjvvvs6AHMUYSRoLYC56DPcsggAEJI29exYLAOY3sz3PDoHz1Y3vyMat99r,otlr0rurrz03zz9rwahsy5eop9sl2c21fiswafgtyqykzwohqg8lagryrt0lnmz07cf76ewwnbtfzxmyyyv6dkpxbvurobf56gsfvjjdhml29habodrb3vc3sgrkc1b3ybpdw99u,Compressocrat
MvwID6SCbaQ2B5kpRNq8uL1LR1r9kArcFAbOJMundfi8Tdo39pKGbShpU8GFf3WyjIopwBJNdu54JXecIRb8hx0nnDr1ZmuzDbiOPCFkGXDeu7yxMBQNxDS6LQ5sw9FvKvNKxxb5vu5PpSOy,I5LA8Syu8mkBsxySRrJoUoJ0DDxFv bqku9GweniuSK5 6p1OdpI4xzXN95 DkRbThj5huGQwb wB1FibWdbZFM5xOMQurdKfJIrPyLNpCN9M38pXnbeDvu v2LcfG3NR1CxQKSa8AnpFBcDO76vP ,Complete Columnar Transposition
w8kSuiV2Q5xjZ7d8D5QXHPGkXWezPug3eNOTlft16xFsTsujdZncYZQiEOyWN4qDmbGUXJjt8dm0UxR2plU7fYkVs4saVSlLmXBosP1YYbKqflZTf0J5cxT1QkwEKuLKdTbs70EM6qfiZ6Pp5jutA,kxQeOFnyGmUsBKJwbfu28k31jiDt2VLYT1KMp SjXzTscWU07aoq5Esiti7PufsZ4JxYSPlxu06 wQDXe6dEm8psmYfQd65VdGgtuQqjRkl1ZTLEP uZHPlTYNXUfVsfcK7ZA855WNxZObdl4Xb0kTqj,Complete Columnar Transposition
ZGTxEemnMXRNBSl5DBIAflFps0ihXhjbXkNf4STnGfocfsL2tJckNH8MdJIPHTeLyRAtZxkmh0KgRK3LcGjeQnmuz9JU0SngC9joWB43OzFdt7T4Se6Efa2PnSJ5Kf,GRAXSLMy0jUW72 ESFbGJItRnn3SS xBljntJAgQS44n elpXfcPZKmgOeJ m5skokHx3uCz65 ZXIh4s8LhGJota TNfhT2dRKe0BTP nD0NcNTkLz9FEK MBiffHemc9jdff ,Complete Columnar Transposition
bW4pr8ZqLxBb9Feq5HEXzwd0TFDwWTjwT3PDjoe0yWVnhzb1mQF9PGUefP2QVXduX4SWC2b9mW2KNy3XndBz3DbawMMrz6M319zzRMp3TiXpnSDdbFgVRuH0,ez4su8ctoaee9iht5khaczg0wigzzwmzw3sgmrh0bzyqkce1pti9sjxhis2tyagxa4vzf2e9pz2nqb3aqgec3gedzppuc6p319ccups3wlasqvggeijyuxk0,Compressocrat
plntn2bZWzv4IXFss4SISHJmN4PkpDvMUa1KFljH24u6I1SjRxJ8vVrwu3hnNXh5K9AYb9n6tH3kXWpBFIJ6nJTFmz4K1Omj8pIbcqSpAqCxHtAA5ZrHBVE8Tr,n4SDjju9361qA8W4PKIVh6FzIxB nXJM2xhYXJmp5r2FmU4JnbWTjAZ lvIplSwKHJKctEpzSkF1r5tI4bHVZs416vXnBmpCH tIHvHR3AknOSATbsNau8N9pF8qr ,Complete Columnar Transposition
vw4kKCEzchqwGtaGghVXrqZfxClIhTtTnSy5eeAIyhgty6b3m4yefHMkzVVbYvvvTOryw6qlVzGpyGWq728X2oFCfrZbms4ZRrORurv2KwRAYBbaoa2ffM9APijFXj9o9HyZLE6rRiS,yz4nnfhcfktzjwdjjkyautciafolkwwwqvb5hhdlbkjwb6e3p4bhikpncyyebyyywrubz6toycjsbjzt728a2rifiucepv4cuuruxuy2nzudbeedrd2iip9dslmiam9r9kbcoh6uulv,Compressocrat
CbYLmqbXTMKfAR66xcIhemAZSYq25WX8bpr0HOqJrm3V9E0DcaSAlZF7KvTQKv4ThtZlM9wqsNVyBKvsi1fVWSE1SSw2BiEvkGa9ahA97V447T3ePCnrtDLQYsSWuLlouRh0ATnJo0kBr6UGMFTfR9,bMcYpmavtN1SGVCsR0FmAe5H9lKMBWBa7tuArRYKIqr3STZVfwa4nShkTqRmWOEZv9KSihTDLT69b6AXq0F4wvEEA3LlnU Lfh20VAQlyV294rW0BfX6Z8JD7Tqs1v9eQoJG CTxSbrcKhsiSk7PYuoM,Complete Columnar Transposition
sOPvCz8eVVpc2r3X88KtJsfS62slOT5O24ZpuTwXjY405ImOnEkRIZETw3zQFKJhQnd6iA4uyrOD8TEg0fvHJi4UUe1H39D9cR4HYMre7U7aFUKhhAhet7zqqyTPf9gL2GpdWKDxZtlUXt36Fn9U0,vrsyfc8hyysf2u3a88nwmviv62vorw5r24csxwzamb405lprqhnulchwz3ctinmktqg6ld4xburg8whj0iykml4xxh1k39g9fu4kbpuh7x7dixnkkdkhw7cttbwsi9jo2jsgzngacwoxaw36iq9x0,Compressocrat
J4hOjvplv7gkfWPUXJ1bJkWkzEKLdNAQzAUbjIBx6U1nJn1KPxDeAtzW0QHigXTa1amRVEa1WVL1bCcZpFHXdHOGWUA6TTWBWZ8LokcFZ1YWTcK944GprGrMjRSSBFUtIC3A7RlNAwd2EZsR3,JfzjPgWdWTj734WEIxXVHZcRR jXd6A1bWo4BA vJzJ0VpTZrIE 7kAnQEFT1GCZ gWU1HaHWYr3s OULxea1GL9SN hPKBDTLO8KSl lbQnWRZ6Fpt2 kkbKi1XBWMAR p1A1zmcAcGUd vJNUtaCUk4Fw ,Complete Columnar Transposition
GkGgCLrFEKwa26ZcmtvWiWjdlBlzNodni2VyQ85qwk87x8CopaN6TWcDWX0qXWcUyovfBGvjPjrDzVExhivTJmEWOKLbdUZw114nzU7XAM7nmiFBonqijI8wSzkX8XHoDi5Y120oFRllvWLngcoZ,jnjjfouihnzd26cfpwyzlzmgoeocqrgql2ybt85tzn87a8frsdq6wzfgza0tazfxbryiejymsmugcyhaklywmphzrnoegxcz114qcx7adp7qplierqtlml8zvcna8akrgl5b120riuooyzoqjfrc,Compressocrat
rmmo4WmRhOOI4ZGnIrxzOX9fixPF5JO7arDoCgLHZTPOxW7RRhE8AKQyIb5POysx2TwttU1SjgxFQSIYoDNQkBsbunTjO0CmP9MBHHxNnqU9iH,m4fDWItInH hzOTAxxBP9 mZio7btYTH WIFLhOSN0n mr5HEyjQCq RxJZ8sgkmU 4nPgRP1DON oGxCR5Uojx rI9rxywSuB OO7PK2Fs9i OXaOQTQbMH ,Complete Columnar Transposition
SxbpkgMGxWL0RA9wZxXfRRUbivazBB46VPHzOQXczPDotFAEf3t1KKRIBpjJLwUNf4UaoHvltj2EykjguwKWzp6RCsnKRAoMMqNv6MsamJKwuYVsAxB,RvX1fkna kx4oBHKMubwBPRauAKMfVFjlzqVgX6tpvWMYWUzfw2R6x0iQtNyss LbO3UECMBxRHELj6vASAacK4jKmGRPAJtpNsx9zzKUgRJpZBDIowow,Complete Columnar Transposition
VZ8D8nyQyoRVkwVyQYDnUT0lk8Uns6GCrKnMeBQzaZgLhcMatJHBzUUbVCn2VjAtt7WCXXJ4KOSmQEGwNxO8rfEBYdY0NQbMmFg6As68XTQQxO8JgaswWF0,VV0KhbWEY68nQnQJV4OQXwynGZztSfmQ0QD6aBAOrMQFZklncVCGdAJDV8eanXN06a8wkMMCXwYsgRTrLU7QBgO oUCgUtmEFx yYszHjK8bTW8yUBt2JxN8s,Complete Columnar Transposition
iG8KbQvyBw6fJmCIZ5tVCCfLH7WIGpCrp0qwcM0zGuNnGczkVudjpcG3KPL1RyrzZM8Okq7otX3owqHzMvlhl0gRwyc0pGCeaHIcnv3tANsyBa5tLZdnEzqCrDBV6LhQV4,lj8netybez6impflc5wyffiok7zljsfus0tzfp0cjxqqjfcnyxgmsfj3nso1ubuccp8rnt7rwa3rztkcpyoko0juzbf0sjfhdklfqy3wdqvbed5wocgqhctfugey6okty4,Compressocrat
wJYATGT7SeOK5OccY1thuHMonnxi2IATTQzag0oGuuVaX3bkLvY2EmYHag44bel2sZw2Dg9If6xJdyV6PZfMsMKXLhm6zOYUxc4wvhKgQ0VZLo17KAICfGBYQFeEaIaPtN,zmbdwjw7vhrn5rffb1wkxkprqqal2ldwwtcdj0rjxxyda3enoyb2hpbkdj44eho2vcz2gj9li6amgby6scipvpnaokp6crbxaf4zyknjt0ycor17ndlfijebtihhdldswq,Compressocrat
j9Lon0ieWmrKwk9icK383XZqcQd80nE3Re77EFxHJwyjTCqIayzgeS658l5AYViUcPo6dyL1x8eBuFRfkhhJBd1PeIf5hQUi3QTPXo3RN2M7omdluwL,eZFe6hQuk0j58eR n87ycfUmWqxSdJTw037zPkid9nTAeIN rQJ5LdX 9c3qVu5Mo3eaURQow8ylxP3 iXEgoh3ljiECYBf2LKRIiFh7Kdw811o mcH6yBPL,Complete Columnar Transposition
TyOgKWz3Jd9swbwkfejWd1nYBaHhzYrXg8S4JXaqqVYZA1c4ISeSNF6gqcZXJ1prBKuqrK4wb0zaLRZ2Vv166GcA0iS8DqvzBMJoRNOI61wKPcFqjMrftjQNQbsNwD73PC6Blu2mRWOIsDzWyMf,wbrjnzc3mg9vzeznihmzg1qbedkkcbuaj8v4madttybcd1f4lvhvqi6jtfcam1suenxtun4ze0cdouc2yy166jfd0lv8gtycepmruqrl61znsfitmpuiwmtqtevqzg73sf6eox2puzrlvgczbpi,Compressocrat
uL6ai9Y9RyiMZC9yfhWyyiXUIzBaXmtMHirZ8z4JM6OYRAEPchzxyk1FVF0Rscke5x07F8infT8jujrl9mvjv0Vy1caHuV1H1NtMy4eClgx92dvXjaOx6U5ovmXfmUhGrx6AbvN91NosQjp,aCUiYkeTjVCafv 9yzZAFxj0HgxU9 YfB8EV0uV1x6h1 yymJhR8lcMdoxs RWX4c0Fr1t25ro 9hazPF7jyN9UGN i9IrR158v1lOmN uiytMzsi9ayvv6QLMiM6xcnmH4XmAj6ZXHOykfvuejXbp,Complete Columnar Transposition
6SPZer3bZ5I7YFGoqS6Z2mR1OD41ELWIjS3tcWjg7hB7HjofnFN8K3R5VHfGgPa9cZRKyj3tkAwDHXNWZBZnRvxGECsX83w3iAnXStGH8IjmVWF0OjutsVliOumuhe5,6vschu3ec5l7bijrtv6c2pu1rg41hozlmv3wfzmj7ke7kmriqiq8n3u5ykijjsd9fcunbm3wndzgkaqzcecquyajhfva83z3ldqavwjk8lmpyzi0rmxwvyolrxpxkh5,Compressocrat
